%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%	
%	Nome: Jhordan Abdalla Arrojo Martinez	
%	Nome: Stevan Mosquetti Ribeiro
%				
%											Perfil de Compatibilidade de Belinda
%	
%		Base de dados de rede social para classificar o nível de compatbilidade entre usuários baseado nos atributos abaixo:
%
% ATRIBUTO: sexo 			(nominal). 	Femino,Masculino.
% ATRIBUTO: popularidade 	(nominal). 	Alta,Acima-da-Media,Media,Abaixo-da-Media,Baixa.
% ATRIBUTO: signo 			(nominal). 	Aries,Touro,Gemeos,Cancer,Leao,Virgem,Libra,Escorpiao,Sagitario,Capricornio,Aquario,Peixes.
% ATRIBUTO: etnia 			(nominal). 	Caucasiano,Afrodescendente,Pardo,Mulato,Asiatico.
% ATRIBUTO: corDosOlhos 	(nominal). 	Azul-Claro,Azul-Escuro,Azul-Medio,Verde-claro,Verde-Escuro,Verde-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto.
% ATRIBUTO: corDoCabelo 	(nominal). 	Loiro-Claro,Loiro-Escuro,Loiro-Medio,Ruivo-claro,Ruivo-Escuro,Ruivo-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto,Branco,Grisalho.
% ATRIBUTO: biotipo 		(nominal)	Endomorfo,Ectomorfo,Mesomorfo.
% ATRIBUTO:	tipoFisico 		(nominal)	Gordo,Magro,Atletico,Bombado,Raquitico,Obeso.
% ATRIBUTO: classe 			(classe) 	Compativel,Incompativel,Quase-Compativel,Quase-Incompativel.
%
% EXEMPLO: Ashton Kutcher
%			popularidade: Alta
%			signo: Aquario
%			etnia: Caucasiano
%			corDosOlhos: Castanho-Escuro
%			corDoCabelo: Castanho-Escuro
%			biotipo: Ectomorfo
%			tipoFisico: Atletico
%			classe: Compativel
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

@RELATION perfil

@ATTRIBUTE sexo 			{Femino,Masculino}
@ATTRIBUTE popularidade		{Alta,Acima-da-Media,Media,Abaixo-da-Media,Baixa}
@ATTRIBUTE signo 			{Aries,Touro,Gemeos,Cancer,Leao,Virgem,Libra,Escorpiao,Sagitario,Capricornio,Aquario,Peixes}
@ATTRIBUTE etnia 			{Caucasiano,Afrodescendente,Pardo,Mulato,Asiatico}
@ATTRIBUTE corDosOlhos 		{Azul-Claro,Azul-Escuro,Azul-Medio,Verde-claro,Verde-Escuro,Verde-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto}
@ATTRIBUTE corDoCabelo 		{Loiro-Claro,Loiro-Escuro,Loiro-Medio,Ruivo-claro,Ruivo-Escuro,Ruivo-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto,Branco,Grisalho}
@ATTRIBUTE biotipo 			{Endomorfo,Ectomorfo,Mesomorfo}
@ATTRIBUTE tipoFisico 		{Gordo,Magro,Atletico,Bombado,Raquitico,Obeso}
@ATTRIBUTE classe			{Compativel,Incompativel,Quase-Compativel,Quase-Incompativel}

@DATA
Femino,Abaixo-da-Media,Cancer,Asiatico,Castanho-Escuro,Ruivo-Medio,Mesomorfo,Magro,Incompativel
Femino,Baixa,Sagitario,Caucasiano,Castanho-Medio,Ruivo-claro,Mesomorfo,Gordo,Quase-Incompativel
Femino,Media,Aquario,Asiatico,Castanho-Claro,Preto,Endomorfo,Atletico,Incompativel
Masculino,Alta,Aries,Afrodescendente,Castanho-Medio,Ruivo-Medio,Mesomorfo,Bombado,Compativel
Masculino,Alta,Capricornio,Afrodescendente,Castanho-Escuro,Branco,Mesomorfo,Gordo,Compativel
Femino,Alta,Escorpiao,Pardo,Verde-Escuro,Castanho-Escuro,Ectomorfo,Atletico,Incompativel
Masculino,Media,Peixes,Mulato,Verde-Medio,Branco,Endomorfo,Obeso,Quase-Incompativel
Masculino,Alta,Aries,Afrodescendente,Castanho-Escuro,Castanho-Escuro,Endomorfo,Bombado,Compativel
Masculino,Acima-da-Media,Aries,Caucasiano,Verde-Medio,Ruivo-Escuro,Mesomorfo,Atletico,Quase-Compativel
Masculino,Baixa,Capricornio,Caucasiano,Verde-Escuro,Loiro-Medio,Endomorfo,Bombado,Quase-Compativel
Femino,Alta,Gemeos,Asiatico,Castanho-Escuro,Grisalho,Endomorfo,Obeso,Quase-Incompativel
Masculino,Media,Aquario,Caucasiano,Verde-claro,Castanho-Claro,Ectomorfo,Raquitico,Incompativel
Femino,Baixa,Escorpiao,Pardo,Preto,Castanho-Claro,Mesomorfo,Magro,Quase-Incompativel
Masculino,Media,Gemeos,Caucasiano,Azul-Claro,Branco,Ectomorfo,Gordo,Compativel
Femino,Baixa,Aries,Mulato,Preto,Castanho-Medio,Mesomorfo,Bombado,Quase-Incompativel
Masculino,Baixa,Virgem,Pardo,Preto,Castanho-Escuro,Mesomorfo,Gordo,Quase-Incompativel
Femino,Abaixo-da-Media,Capricornio,Mulato,Castanho-Claro,Branco,Mesomorfo,Atletico,Quase-Incompativel
Masculino,Abaixo-da-Media,Sagitario,Afrodescendente,Verde-Escuro,Ruivo-Medio,Mesomorfo,Bombado,Quase-Incompativel
Masculino,Media,Aries,Mulato,Preto,Castanho-Claro,Endomorfo,Gordo,Compativel
Femino,Baixa,Sagitario,Afrodescendente,Verde-claro,Castanho-Medio,Ectomorfo,Bombado,Incompativel
Femino,Media,Virgem,Mulato,Castanho-Claro,Castanho-Escuro,Endomorfo,Obeso,Incompativel
Femino,Media,Libra,Afrodescendente,Castanho-Claro,Ruivo-Medio,Mesomorfo,Gordo,Quase-Incompativel
Femino,Baixa,Touro,Asiatico,Castanho-Escuro,Ruivo-Medio,Ectomorfo,Bombado,Incompativel
Masculino,Abaixo-da-Media,Touro,Pardo,Castanho-Claro,Castanho-Claro,Endomorfo,Bombado,Quase-Incompativel
Masculino,Baixa,Gemeos,Pardo,Castanho-Claro,Castanho-Medio,Endomorfo,Raquitico,Quase-Compativel
Femino,Media,Capricornio,Afrodescendente,Castanho-Escuro,Castanho-Medio,Endomorfo,Gordo,Incompativel
Femino,Baixa,Aries,Caucasiano,Preto,Preto,Ectomorfo,Obeso,Incompativel
Masculino,Media,Sagitario,Caucasiano,Azul-Claro,Loiro-Medio,Ectomorfo,Raquitico,Quase-Incompativel
Masculino,Alta,Touro,Pardo,Preto,Castanho-Medio,Ectomorfo,Atletico,Quase-Incompativel
Masculino,Acima-da-Media,Aries,Mulato,Verde-Escuro,Branco,Ectomorfo,Gordo,Quase-Compativel
Masculino,Acima-da-Media,Peixes,Caucasiano,Azul-Escuro,Ruivo-claro,Ectomorfo,Magro,Incompativel
Femino,Baixa,Libra,Afrodescendente,Verde-claro,Castanho-Medio,Endomorfo,Atletico,Quase-Incompativel
Masculino,Acima-da-Media,Capricornio,Afrodescendente,Verde-Escuro,Ruivo-Medio,Endomorfo,Magro,Quase-Compativel
Femino,Media,Capricornio,Caucasiano,Castanho-Escuro,Castanho-Escuro,Mesomorfo,Gordo,Quase-Incompativel
Femino,Abaixo-da-Media,Escorpiao,Mulato,Verde-claro,Castanho-Medio,Ectomorfo,Obeso,Incompativel
Masculino,Media,Cancer,Caucasiano,Castanho-Escuro,Ruivo-Medio,Endomorfo,Atletico,Quase-Compativel
Femino,Alta,Capricornio,Mulato,Verde-Medio,Grisalho,Mesomorfo,Atletico,Incompativel
Femino,Acima-da-Media,Leao,Asiatico,Preto,Castanho-Escuro,Ectomorfo,Bombado,Incompativel
Femino,Abaixo-da-Media,Capricornio,Pardo,Verde-Medio,Branco,Ectomorfo,Raquitico,Quase-Incompativel
Femino,Acima-da-Media,Escorpiao,Asiatico,Castanho-Claro,Preto,Endomorfo,Raquitico,Quase-Incompativel
Femino,Acima-da-Media,Peixes,Caucasiano,Preto,Castanho-Claro,Mesomorfo,Gordo,Quase-Incompativel
Masculino,Abaixo-da-Media,Aries,Pardo,Verde-Medio,Castanho-Medio,Endomorfo,Magro,Incompativel
Femino,Media,Cancer,Afrodescendente,Preto,Castanho-Claro,Endomorfo,Gordo,Incompativel
Femino,Baixa,Capricornio,Mulato,Preto,Castanho-Medio,Ectomorfo,Obeso,Quase-Incompativel
Femino,Acima-da-Media,Aries,Mulato,Castanho-Medio,Castanho-Medio,Ectomorfo,Raquitico,Incompativel
Femino,Alta,Virgem,Afrodescendente,Verde-claro,Castanho-Medio,Endomorfo,Magro,Quase-Incompativel
Masculino,Abaixo-da-Media,Gemeos,Mulato,Verde-claro,Preto,Ectomorfo,Atletico,Incompativel
Femino,Alta,Capricornio,Caucasiano,Castanho-Medio,Loiro-Claro,Endomorfo,Gordo,Incompativel
Femino,Alta,Sagitario,Mulato,Castanho-Claro,Preto,Endomorfo,Magro,Quase-Compativel
Masculino,Media,Sagitario,Asiatico,Castanho-Escuro,Branco,Endomorfo,Obeso,Incompativel
Masculino,Baixa,Aries,Caucasiano,Castanho-Claro,Loiro-Escuro,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Media,Leao,Pardo,Preto,Castanho-Claro,Endomorfo,Bombado,Quase-Incompativel
Masculino,Abaixo-da-Media,Touro,Mulato,Preto,Preto,Endomorfo,Gordo,Quase-Incompativel
Femino,Media,Sagitario,Mulato,Verde-Escuro,Castanho-Medio,Endomorfo,Atletico,Quase-Incompativel
Masculino,Media,Virgem,Caucasiano,Verde-claro,Ruivo-Escuro,Ectomorfo,Raquitico,Incompativel
Masculino,Baixa,Sagitario,Caucasiano,Preto,Grisalho,Ectomorfo,Magro,Quase-Incompativel
Masculino,Abaixo-da-Media,Capricornio,Mulato,Castanho-Claro,Grisalho,Mesomorfo,Obeso,Quase-Incompativel
Femino,Acima-da-Media,Gemeos,Pardo,Verde-claro,Grisalho,Ectomorfo,Gordo,Quase-Incompativel
Masculino,Acima-da-Media,Virgem,Pardo,Castanho-Escuro,Branco,Endomorfo,Gordo,Quase-Compativel
Femino,Baixa,Escorpiao,Mulato,Preto,Ruivo-Medio,Ectomorfo,Atletico,Quase-Incompativel
Femino,Abaixo-da-Media,Aquario,Mulato,Castanho-Escuro,Castanho-Claro,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Acima-da-Media,Gemeos,Caucasiano,Preto,Loiro-Medio,Mesomorfo,Raquitico,Quase-Incompativel
Masculino,Acima-da-Media,Aries,Asiatico,Castanho-Claro,Branco,Mesomorfo,Gordo,Quase-Compativel
Masculino,Acima-da-Media,Aries,Asiatico,Castanho-Escuro,Ruivo-Medio,Ectomorfo,Gordo,Compativel
Masculino,Abaixo-da-Media,Virgem,Mulato,Verde-Escuro,Castanho-Medio,Endomorfo,Bombado,Incompativel
Femino,Alta,Capricornio,Afrodescendente,Castanho-Claro,Grisalho,Endomorfo,Bombado,Quase-Incompativel
Masculino,Baixa,Virgem,Caucasiano,Castanho-Medio,Grisalho,Endomorfo,Raquitico,Quase-Incompativel
Femino,Alta,Libra,Asiatico,Castanho-Claro,Castanho-Claro,Ectomorfo,Raquitico,Quase-Incompativel
Femino,Acima-da-Media,Leao,Pardo,Verde-Medio,Castanho-Claro,Endomorfo,Gordo,Quase-Incompativel
Femino,Acima-da-Media,Capricornio,Mulato,Verde-Medio,Ruivo-Medio,Ectomorfo,Raquitico,Compativel
Masculino,Alta,Peixes,Afrodescendente,Castanho-Medio,Branco,Endomorfo,Magro,Compativel
Masculino,Baixa,Gemeos,Afrodescendente,Verde-Medio,Preto,Ectomorfo,Raquitico,Quase-Incompativel
Femino,Acima-da-Media,Escorpiao,Mulato,Preto,Castanho-Claro,Ectomorfo,Magro,Quase-Incompativel
Femino,Baixa,Peixes,Mulato,Verde-claro,Castanho-Claro,Ectomorfo,Magro,Quase-Incompativel
Masculino,Alta,Libra,Caucasiano,Azul-Medio,Castanho-Medio,Endomorfo,Gordo,Quase-Incompativel
Femino,Acima-da-Media,Virgem,Caucasiano,Castanho-Escuro,Grisalho,Mesomorfo,Gordo,Incompativel
Femino,Acima-da-Media,Touro,Afrodescendente,Verde-Medio,Ruivo-Medio,Ectomorfo,Magro,Quase-Incompativel
Femino,Baixa,Sagitario,Asiatico,Castanho-Claro,Ruivo-Medio,Mesomorfo,Raquitico,Quase-Incompativel
Femino,Acima-da-Media,Gemeos,Mulato,Verde-claro,Castanho-Escuro,Endomorfo,Atletico,Compativel
Masculino,Acima-da-Media,Virgem,Afrodescendente,Verde-Medio,Ruivo-Medio,Mesomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Libra,Pardo,Castanho-Escuro,Preto,Ectomorfo,Obeso,Quase-Incompativel
Masculino,Alta,Virgem,Asiatico,Castanho-Medio,Castanho-Claro,Ectomorfo,Obeso,Quase-Incompativel
Masculino,Abaixo-da-Media,Libra,Mulato,Verde-Medio,Castanho-Escuro,Mesomorfo,Obeso,Quase-Incompativel
Femino,Baixa,Aquario,Asiatico,Preto,Castanho-Claro,Mesomorfo,Bombado,Incompativel
Masculino,Media,Escorpiao,Pardo,Verde-Medio,Castanho-Claro,Ectomorfo,Raquitico,Compativel
Masculino,Alta,Aquario,Pardo,Verde-Escuro,Preto,Endomorfo,Raquitico,Compativel
Femino,Alta,Aquario,Pardo,Verde-claro,Castanho-Medio,Mesomorfo,Obeso,Incompativel
Femino,Media,Touro,Asiatico,Preto,Branco,Endomorfo,Gordo,Quase-Incompativel
Masculino,Baixa,Sagitario,Caucasiano,Preto,Preto,Ectomorfo,Atletico,Quase-Incompativel
Femino,Abaixo-da-Media,Sagitario,Caucasiano,Azul-Medio,Loiro-Claro,Ectomorfo,Gordo,Quase-Incompativel
Masculino,Baixa,Touro,Mulato,Castanho-Claro,Castanho-Medio,Mesomorfo,Gordo,Quase-Incompativel
Masculino,Baixa,Virgem,Caucasiano,Verde-claro,Ruivo-claro,Endomorfo,Raquitico,Quase-Incompativel
Masculino,Acima-da-Media,Aquario,Asiatico,Castanho-Escuro,Branco,Mesomorfo,Obeso,Quase-Compativel
Femino,Alta,Leao,Caucasiano,Castanho-Claro,Loiro-Claro,Ectomorfo,Gordo,Incompativel
Masculino,Acima-da-Media,Escorpiao,Caucasiano,Verde-claro,Loiro-Escuro,Mesomorfo,Raquitico,Compativel
Femino,Media,Cancer,Asiatico,Castanho-Medio,Grisalho,Ectomorfo,Raquitico,Incompativel
Masculino,Acima-da-Media,Gemeos,Pardo,Verde-claro,Castanho-Medio,Mesomorfo,Gordo,Quase-Compativel
Femino,Media,Aquario,Caucasiano,Azul-Claro,Ruivo-claro,Endomorfo,Magro,Incompativel
Masculino,Baixa,Escorpiao,Asiatico,Castanho-Claro,Preto,Mesomorfo,Atletico,Quase-Incompativel
Femino,Abaixo-da-Media,Peixes,Asiatico,Castanho-Medio,Grisalho,Endomorfo,Bombado,Quase-Incompativel
Femino,Baixa,Touro,Caucasiano,Verde-Escuro,Branco,Ectomorfo,Obeso,Quase-Incompativel
Femino,Acima-da-Media,Gemeos,Asiatico,Castanho-Escuro,Castanho-Medio,Endomorfo,Gordo,Quase-Incompativel
Femino,Baixa,Sagitario,Afrodescendente,Preto,Castanho-Claro,Endomorfo,Obeso,Incompativel
Masculino,Media,Touro,Asiatico,Castanho-Claro,Castanho-Medio,Endomorfo,Atletico,Quase-Compativel
Femino,Acima-da-Media,Capricornio,Pardo,Verde-claro,Preto,Endomorfo,Bombado,Quase-Incompativel
Femino,Alta,Gemeos,Asiatico,Castanho-Claro,Preto,Mesomorfo,Bombado,Incompativel
Masculino,Media,Peixes,Pardo,Verde-Escuro,Grisalho,Ectomorfo,Obeso,Incompativel
Femino,Media,Cancer,Mulato,Preto,Castanho-Escuro,Endomorfo,Gordo,Incompativel
Femino,Media,Capricornio,Mulato,Castanho-Escuro,Castanho-Claro,Ectomorfo,Magro,Quase-Incompativel
Masculino,Baixa,Escorpiao,Caucasiano,Castanho-Escuro,Ruivo-Medio,Ectomorfo,Bombado,Incompativel
Masculino,Media,Peixes,Pardo,Castanho-Medio,Castanho-Claro,Endomorfo,Obeso,Incompativel
Masculino,Media,Leao,Asiatico,Castanho-Escuro,Grisalho,Mesomorfo,Gordo,Incompativel
Masculino,Media,Virgem,Asiatico,Castanho-Escuro,Preto,Mesomorfo,Atletico,Incompativel
Masculino,Acima-da-Media,Sagitario,Mulato,Verde-Escuro,Preto,Ectomorfo,Atletico,Quase-Incompativel
Femino,Abaixo-da-Media,Aquario,Mulato,Verde-Medio,Branco,Mesomorfo,Raquitico,Quase-Incompativel
Masculino,Media,Capricornio,Mulato,Verde-Escuro,Ruivo-Medio,Endomorfo,Obeso,Compativel
Femino,Abaixo-da-Media,Aquario,Caucasiano,Preto,Ruivo-Escuro,Endomorfo,Raquitico,Quase-Incompativel
Masculino,Baixa,Touro,Asiatico,Castanho-Medio,Grisalho,Mesomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Aquario,Asiatico,Castanho-Claro,Castanho-Escuro,Mesomorfo,Raquitico,Quase-Incompativel
Masculino,Media,Sagitario,Caucasiano,Castanho-Medio,Castanho-Medio,Ectomorfo,Magro,Quase-Compativel
Masculino,Media,Gemeos,Caucasiano,Castanho-Medio,Preto,Ectomorfo,Obeso,Quase-Incompativel
Masculino,Abaixo-da-Media,Sagitario,Afrodescendente,Verde-Escuro,Castanho-Medio,Mesomorfo,Bombado,Incompativel
Masculino,Media,Capricornio,Afrodescendente,Preto,Castanho-Claro,Endomorfo,Bombado,Quase-Compativel
Masculino,Acima-da-Media,Aries,Mulato,Castanho-Claro,Castanho-Claro,Mesomorfo,Magro,Incompativel
Femino,Alta,Capricornio,Asiatico,Castanho-Claro,Grisalho,Endomorfo,Gordo,Incompativel
Masculino,Acima-da-Media,Cancer,Caucasiano,Verde-Medio,Preto,Ectomorfo,Obeso,Incompativel
Femino,Acima-da-Media,Libra,Mulato,Verde-Escuro,Castanho-Claro,Ectomorfo,Obeso,Incompativel
Femino,Alta,Libra,Mulato,Preto,Preto,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Abaixo-da-Media,Sagitario,Caucasiano,Verde-claro,Loiro-Claro,Ectomorfo,Atletico,Incompativel
Femino,Abaixo-da-Media,Virgem,Mulato,Verde-claro,Grisalho,Endomorfo,Magro,Incompativel
Femino,Alta,Touro,Pardo,Verde-Medio,Castanho-Claro,Mesomorfo,Bombado,Quase-Incompativel
Masculino,Media,Aquario,Mulato,Preto,Castanho-Medio,Mesomorfo,Raquitico,Compativel
Masculino,Baixa,Escorpiao,Asiatico,Castanho-Medio,Castanho-Claro,Endomorfo,Raquitico,Quase-Incompativel
Femino,Alta,Aries,Mulato,Verde-claro,Castanho-Claro,Endomorfo,Raquitico,Quase-Incompativel
Femino,Media,Sagitario,Mulato,Preto,Castanho-Escuro,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Alta,Libra,Mulato,Verde-Escuro,Castanho-Medio,Ectomorfo,Atletico,Compativel
Masculino,Abaixo-da-Media,Peixes,Mulato,Castanho-Medio,Branco,Ectomorfo,Obeso,Incompativel
Femino,Alta,Escorpiao,Asiatico,Castanho-Medio,Grisalho,Ectomorfo,Obeso,Incompativel
Masculino,Acima-da-Media,Capricornio,Caucasiano,Verde-Escuro,Ruivo-Medio,Ectomorfo,Magro,Quase-Incompativel
Femino,Baixa,Cancer,Pardo,Verde-Escuro,Castanho-Medio,Ectomorfo,Bombado,Incompativel
Masculino,Acima-da-Media,Virgem,Afrodescendente,Verde-claro,Grisalho,Mesomorfo,Obeso,Incompativel
Femino,Abaixo-da-Media,Escorpiao,Afrodescendente,Castanho-Escuro,Castanho-Claro,Mesomorfo,Gordo,Quase-Incompativel
Masculino,Acima-da-Media,Capricornio,Asiatico,Preto,Castanho-Escuro,Ectomorfo,Bombado,Incompativel
Femino,Media,Libra,Pardo,Verde-Escuro,Castanho-Escuro,Mesomorfo,Magro,Incompativel
Femino,Acima-da-Media,Touro,Mulato,Verde-Escuro,Preto,Ectomorfo,Atletico,Quase-Incompativel
Femino,Acima-da-Media,Capricornio,Pardo,Castanho-Medio,Ruivo-Medio,Endomorfo,Bombado,Incompativel
Femino,Acima-da-Media,Libra,Afrodescendente,Verde-Escuro,Ruivo-Medio,Endomorfo,Magro,Quase-Incompativel
Masculino,Media,Leao,Caucasiano,Castanho-Medio,Ruivo-Medio,Mesomorfo,Magro,Compativel
Femino,Baixa,Leao,Caucasiano,Verde-Medio,Castanho-Claro,Ectomorfo,Gordo,Incompativel
Masculino,Media,Cancer,Asiatico,Preto,Branco,Ectomorfo,Gordo,Incompativel
Femino,Alta,Escorpiao,Pardo,Castanho-Medio,Grisalho,Mesomorfo,Gordo,Quase-Incompativel
Femino,Abaixo-da-Media,Escorpiao,Mulato,Verde-claro,Branco,Endomorfo,Raquitico,Quase-Incompativel
Femino,Acima-da-Media,Cancer,Caucasiano,Castanho-Claro,Preto,Endomorfo,Gordo,Quase-Incompativel
Femino,Baixa,Cancer,Asiatico,Castanho-Escuro,Castanho-Medio,Endomorfo,Bombado,Quase-Incompativel
Masculino,Media,Peixes,Pardo,Castanho-Escuro,Branco,Mesomorfo,Raquitico,Quase-Incompativel
Femino,Abaixo-da-Media,Gemeos,Mulato,Verde-claro,Castanho-Escuro,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Acima-da-Media,Virgem,Pardo,Verde-claro,Preto,Mesomorfo,Raquitico,Quase-Incompativel
Femino,Abaixo-da-Media,Capricornio,Afrodescendente,Verde-claro,Preto,Endomorfo,Obeso,Quase-Incompativel
Masculino,Media,Cancer,Mulato,Castanho-Medio,Preto,Mesomorfo,Obeso,Incompativel
Masculino,Baixa,Peixes,Asiatico,Castanho-Claro,Castanho-Escuro,Endomorfo,Magro,Quase-Incompativel
Masculino,Acima-da-Media,Aries,Afrodescendente,Castanho-Claro,Castanho-Claro,Mesomorfo,Gordo,Quase-Compativel
Masculino,Alta,Aries,Asiatico,Castanho-Medio,Castanho-Escuro,Mesomorfo,Bombado,Compativel
Femino,Alta,Touro,Afrodescendente,Preto,Castanho-Medio,Ectomorfo,Gordo,Quase-Incompativel
Femino,Media,Escorpiao,Mulato,Verde-Medio,Branco,Ectomorfo,Raquitico,Quase-Incompativel
Masculino,Abaixo-da-Media,Escorpiao,Pardo,Preto,Branco,Ectomorfo,Obeso,Incompativel
Femino,Acima-da-Media,Gemeos,Asiatico,Castanho-Medio,Castanho-Escuro,Ectomorfo,Bombado,Incompativel
Femino,Abaixo-da-Media,Virgem,Afrodescendente,Castanho-Claro,Grisalho,Mesomorfo,Obeso,Incompativel
Femino,Acima-da-Media,Virgem,Asiatico,Castanho-Claro,Castanho-Medio,Endomorfo,Atletico,Quase-Incompativel
Femino,Abaixo-da-Media,Virgem,Caucasiano,Azul-Medio,Branco,Mesomorfo,Bombado,Quase-Incompativel
Femino,Abaixo-da-Media,Virgem,Asiatico,Castanho-Medio,Preto,Endomorfo,Magro,Quase-Incompativel
Femino,Baixa,Aquario,Pardo,Castanho-Claro,Ruivo-Medio,Endomorfo,Magro,Quase-Incompativel
Masculino,Baixa,Sagitario,Pardo,Castanho-Escuro,Branco,Ectomorfo,Atletico,Quase-Incompativel
Femino,Baixa,Sagitario,Afrodescendente,Preto,Branco,Mesomorfo,Magro,Incompativel
Masculino,Acima-da-Media,Cancer,Caucasiano,Castanho-Medio,Ruivo-Medio,Endomorfo,Magro,Quase-Compativel
Masculino,Media,Escorpiao,Asiatico,Preto,Castanho-Medio,Mesomorfo,Magro,Quase-Compativel
Femino,Abaixo-da-Media,Cancer,Caucasiano,Castanho-Medio,Ruivo-claro,Mesomorfo,Atletico,Incompativel
Femino,Abaixo-da-Media,Aries,Pardo,Castanho-Medio,Castanho-Claro,Mesomorfo,Raquitico,Quase-Incompativel
Femino,Abaixo-da-Media,Aries,Caucasiano,Verde-Medio,Loiro-Claro,Ectomorfo,Gordo,Incompativel
Femino,Baixa,Aries,Afrodescendente,Verde-Medio,Castanho-Escuro,Endomorfo,Magro,Quase-Incompativel
Masculino,Baixa,Virgem,Caucasiano,Azul-Escuro,Castanho-Escuro,Endomorfo,Atletico,Quase-Incompativel
Femino,Media,Libra,Mulato,Preto,Castanho-Claro,Endomorfo,Atletico,Compativel
Femino,Media,Sagitario,Asiatico,Preto,Castanho-Claro,Ectomorfo,Atletico,Incompativel
Femino,Abaixo-da-Media,Sagitario,Caucasiano,Castanho-Claro,Ruivo-claro,Mesomorfo,Gordo,Quase-Incompativel
Masculino,Alta,Cancer,Asiatico,Preto,Castanho-Claro,Mesomorfo,Gordo,Quase-Compativel
Femino,Baixa,Escorpiao,Pardo,Preto,Castanho-Medio,Ectomorfo,Bombado,Incompativel
Masculino,Alta,Cancer,Pardo,Verde-Escuro,Grisalho,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Acima-da-Media,Sagitario,Afrodescendente,Verde-Medio,Ruivo-Medio,Endomorfo,Magro,Quase-Compativel
Femino,Baixa,Sagitario,Pardo,Verde-claro,Grisalho,Ectomorfo,Atletico,Quase-Incompativel
Femino,Alta,Virgem,Caucasiano,Preto,Loiro-Escuro,Endomorfo,Magro,Quase-Incompativel
Femino,Alta,Sagitario,Caucasiano,Verde-Medio,Loiro-Claro,Endomorfo,Magro,Incompativel
Masculino,Alta,Sagitario,Pardo,Castanho-Escuro,Branco,Ectomorfo,Bombado,Compativel
Masculino,Media,Sagitario,Mulato,Verde-claro,Castanho-Medio,Endomorfo,Atletico,Quase-Compativel
Femino,Alta,Peixes,Mulato,Verde-claro,Branco,Endomorfo,Atletico,Compativel
Masculino,Abaixo-da-Media,Peixes,Caucasiano,Castanho-Claro,Loiro-Claro,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Media,Capricornio,Afrodescendente,Castanho-Escuro,Castanho-Medio,Ectomorfo,Gordo,Compativel
Masculino,Alta,Touro,Afrodescendente,Verde-claro,Preto,Ectomorfo,Obeso,Incompativel
Masculino,Abaixo-da-Media,Virgem,Pardo,Preto,Branco,Endomorfo,Obeso,Quase-Incompativel
Masculino,Acima-da-Media,Cancer,Mulato,Preto,Preto,Endomorfo,Bombado,Incompativel
Masculino,Acima-da-Media,Sagitario,Mulato,Castanho-Medio,Grisalho,Mesomorfo,Gordo,Quase-Incompativel
Masculino,Alta,Peixes,Caucasiano,Castanho-Claro,Grisalho,Endomorfo,Raquitico,Compativel
Masculino,Abaixo-da-Media,Gemeos,Caucasiano,Azul-Escuro,Branco,Endomorfo,Raquitico,Incompativel
Masculino,Abaixo-da-Media,Escorpiao,Mulato,Castanho-Claro,Grisalho,Ectomorfo,Gordo,Incompativel
Masculino,Baixa,Sagitario,Afrodescendente,Verde-Medio,Branco,Endomorfo,Bombado,Incompativel
Masculino,Baixa,Escorpiao,Caucasiano,Azul-Medio,Ruivo-Medio,Ectomorfo,Gordo,Quase-Incompativel
Masculino,Abaixo-da-Media,Peixes,Pardo,Castanho-Claro,Castanho-Escuro,Mesomorfo,Gordo,Incompativel
Masculino,Media,Virgem,Asiatico,Preto,Preto,Endomorfo,Raquitico,Incompativel
Masculino,Alta,Gemeos,Afrodescendente,Verde-Medio,Castanho-Claro,Mesomorfo,Atletico,Incompativel
Femino,Acima-da-Media,Aries,Mulato,Castanho-Escuro,Branco,Mesomorfo,Bombado,Quase-Incompativel
Masculino,Baixa,Leao,Afrodescendente,Castanho-Claro,Preto,Endomorfo,Obeso,Incompativel
Masculino,Media,Escorpiao,Pardo,Castanho-Claro,Castanho-Claro,Mesomorfo,Bombado,Quase-Incompativel
