%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%	
%	Nome: Jhordan Abdalla Arrojo Martinez	
%	Nome: Stevan Mosquetti Ribeiro
%				
%											Perfil de Compatibilidade de Belinda
%	
%		Base de dados de rede social para classificar o nível de compatbilidade entre usuários baseado nos atributos abaixo:
%
% ATRIBUTO: sexo 			(nominal). 	Femino,Masculino.
% ATRIBUTO: popularidade 	(nominal). 	Alta,Acima-da-Media,Media,Abaixo-da-Media,Baixa.
% ATRIBUTO: signo 			(nominal). 	Aries,Touro,Gemeos,Cancer,Leao,Virgem,Libra,Escorpiao,Sagitario,Capricornio,Aquario,Peixes.
% ATRIBUTO: etnia 			(nominal). 	Caucasiano,Afrodescendente,Pardo,Mulato,Asiatico.
% ATRIBUTO: corDosOlhos 	(nominal). 	Azul-Claro,Azul-Escuro,Azul-Medio,Verde-claro,Verde-Escuro,Verde-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto.
% ATRIBUTO: corDoCabelo 	(nominal). 	Loiro-Claro,Loiro-Escuro,Loiro-Medio,Ruivo-claro,Ruivo-Escuro,Ruivo-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto,Branco,Grisalho.
% ATRIBUTO: biotipo 		(nominal)	Endomorfo,Ectomorfo,Mesomorfo.
% ATRIBUTO:	tipoFisico 		(nominal)	Gordo,Magro,Atletico,Bombado,Raquitico,Obeso.
% ATRIBUTO: classe 			(classe) 	Compativel,Incompativel,Quase-Compativel,Quase-Incompativel.
%
% EXEMPLO: Ashton Kutcher
%			popularidade: Alta
%			signo: Aquario
%			etnia: Caucasiano
%			corDosOlhos: Castanho-Escuro
%			corDoCabelo: Castanho-Escuro
%			biotipo: Ectomorfo
%			tipoFisico: Atletico
%			classe: Compativel
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

@RELATION perfil

@ATTRIBUTE sexo 			{Femino,Masculino}
@ATTRIBUTE popularidade		{Alta,Acima-da-Media,Media,Abaixo-da-Media,Baixa}
@ATTRIBUTE signo 			{Aries,Touro,Gemeos,Cancer,Leao,Virgem,Libra,Escorpiao,Sagitario,Capricornio,Aquario,Peixes}
@ATTRIBUTE etnia 			{Caucasiano,Afrodescendente,Pardo,Mulato,Asiatico}
@ATTRIBUTE corDosOlhos 		{Azul-Claro,Azul-Escuro,Azul-Medio,Verde-claro,Verde-Escuro,Verde-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto}
@ATTRIBUTE corDoCabelo 		{Loiro-Claro,Loiro-Escuro,Loiro-Medio,Ruivo-claro,Ruivo-Escuro,Ruivo-Medio,Castanho-Claro,Castanho-Medio,Castanho-Escuro,Preto,Branco,Grisalho}
@ATTRIBUTE biotipo 			{Endomorfo,Ectomorfo,Mesomorfo}
@ATTRIBUTE tipoFisico 		{Gordo,Magro,Atletico,Bombado,Raquitico,Obeso}
@ATTRIBUTE classe			{Compativel,Incompativel,Quase-Compativel,Quase-Incompativel}

@DATA
Femino,Acima-da-Media,Aquario,Mulato,Castanho-Escuro,Castanho-Medio,Endomorfo,Atletico,Quase-Compativel
Femino,Alta,Aries,Mulato,Castanho-Escuro,Preto,Mesomorfo,Atletico,Incompativel
Femino,Alta,Capricornio,Caucasiano,Verde-Escuro,Ruivo-Escuro,Mesomorfo,Atletico,Quase-Incompativel
Femino,Acima-da-Media,Leao,Caucasiano,Verde-Medio,Castanho-Medio,Ectomorfo,Bombado,Quase-Incompativel
Femino,Alta,Aries,Afrodescendente,Verde-Medio,Grisalho,Endomorfo,Gordo,Quase-Incompativel
Masculino,Abaixo-da-Media,Capricornio,Mulato,Castanho-Escuro,Preto,Ectomorfo,Raquitico,Quase-Incompativel
Femino,Abaixo-da-Media,Gemeos,Mulato,Preto,Castanho-Medio,Endomorfo,Raquitico,Quase-Incompativel
Femino,Acima-da-Media,Peixes,Caucasiano,Verde-Escuro,Castanho-Medio,Mesomorfo,Atletico,Incompativel
Femino,Acima-da-Media,Touro,Afrodescendente,Castanho-Claro,Castanho-Medio,Ectomorfo,Gordo,Incompativel
Masculino,Baixa,Capricornio,Caucasiano,Castanho-Escuro,Loiro-Medio,Endomorfo,Atletico,Quase-Compativel
Masculino,Abaixo-da-Media,Aries,Asiatico,Preto,Castanho-Escuro,Endomorfo,Atletico,Incompativel
Femino,Baixa,Cancer,Caucasiano,Verde-claro,Ruivo-Escuro,Endomorfo,Bombado,Incompativel
Femino,Abaixo-da-Media,Cancer,Mulato,Castanho-Medio,Castanho-Escuro,Mesomorfo,Atletico,Incompativel
Masculino,Alta,Virgem,Mulato,Verde-Escuro,Castanho-Escuro,Ectomorfo,Atletico,Quase-Compativel
Masculino,Abaixo-da-Media,Touro,Afrodescendente,Castanho-Medio,Preto,Mesomorfo,Atletico,Quase-Incompativel
Femino,Acima-da-Media,Touro,Mulato,Castanho-Medio,Branco,Mesomorfo,Magro,Incompativel
Femino,Abaixo-da-Media,Aquario,Asiatico,Castanho-Claro,Castanho-Escuro,Endomorfo,Atletico,Incompativel
Femino,Alta,Gemeos,Afrodescendente,Verde-claro,Ruivo-Medio,Endomorfo,Raquitico,Incompativel
Masculino,Media,Capricornio,Mulato,Castanho-Escuro,Preto,Ectomorfo,Obeso,Incompativel
Femino,Acima-da-Media,Sagitario,Afrodescendente,Castanho-Escuro,Branco,Mesomorfo,Raquitico,Incompativel
Femino,Acima-da-Media,Aquario,Caucasiano,Azul-Escuro,Castanho-Claro,Mesomorfo,Raquitico,Quase-Incompativel
Masculino,Baixa,Touro,Mulato,Verde-Escuro,Preto,Mesomorfo,Gordo,Quase-Incompativel
Masculino,Media,Libra,Asiatico,Castanho-Escuro,Ruivo-Medio,Ectomorfo,Bombado,Incompativel
Femino,Acima-da-Media,Escorpiao,Pardo,Verde-claro,Castanho-Claro,Ectomorfo,Gordo,Quase-Incompativel
Masculino,Alta,Sagitario,Caucasiano,Verde-claro,Castanho-Medio,Mesomorfo,Obeso,Incompativel
Femino,Abaixo-da-Media,Virgem,Mulato,Castanho-Escuro,Castanho-Medio,Endomorfo,Atletico,Incompativel
Masculino,Abaixo-da-Media,Aquario,Afrodescendente,Preto,Grisalho,Mesomorfo,Raquitico,Incompativel
Femino,Acima-da-Media,Sagitario,Asiatico,Castanho-Escuro,Branco,Mesomorfo,Obeso,Incompativel
Femino,Media,Capricornio,Afrodescendente,Castanho-Escuro,Castanho-Escuro,Mesomorfo,Atletico,Quase-Incompativel
Masculino,Alta,Aquario,Caucasiano,Castanho-Escuro,Loiro-Claro,Ectomorfo,Obeso,Quase-Incompativel
Femino,Acima-da-Media,Cancer,Afrodescendente,Verde-claro,Preto,Endomorfo,Gordo,Quase-Incompativel
Masculino,Acima-da-Media,Peixes,Mulato,Castanho-Medio,Castanho-Medio,Mesomorfo,Obeso,Incompativel
Femino,Acima-da-Media,Leao,Asiatico,Preto,Castanho-Medio,Ectomorfo,Bombado,Incompativel
Femino,Alta,Peixes,Pardo,Verde-Escuro,Preto,Mesomorfo,Bombado,Incompativel
Masculino,Alta,Cancer,Pardo,Verde-Medio,Castanho-Claro,Ectomorfo,Gordo,Incompativel
Femino,Abaixo-da-Media,Escorpiao,Pardo,Castanho-Claro,Preto,Ectomorfo,Obeso,Incompativel
Masculino,Media,Escorpiao,Pardo,Verde-claro,Castanho-Escuro,Ectomorfo,Atletico,Quase-Compativel
Masculino,Alta,Escorpiao,Mulato,Verde-Escuro,Preto,Mesomorfo,Obeso,Quase-Incompativel
Femino,Acima-da-Media,Capricornio,Caucasiano,Azul-Claro,Castanho-Escuro,Endomorfo,Magro,Quase-Incompativel
Femino,Abaixo-da-Media,Gemeos,Mulato,Castanho-Claro,Castanho-Claro,Endomorfo,Bombado,Quase-Incompativel
Femino,Media,Capricornio,Mulato,Verde-claro,Preto,Ectomorfo,Raquitico,Quase-Incompativel
Masculino,Alta,Escorpiao,Afrodescendente,Verde-Escuro,Ruivo-Medio,Mesomorfo,Magro,Compativel
Femino,Baixa,Leao,Mulato,Verde-Medio,Branco,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Baixa,Escorpiao,Afrodescendente,Castanho-Medio,Preto,Ectomorfo,Raquitico,Quase-Compativel
Masculino,Alta,Cancer,Afrodescendente,Verde-Medio,Branco,Ectomorfo,Atletico,Incompativel
Masculino,Media,Sagitario,Mulato,Verde-Medio,Grisalho,Ectomorfo,Magro,Quase-Compativel
Masculino,Abaixo-da-Media,Cancer,Caucasiano,Castanho-Medio,Castanho-Medio,Mesomorfo,Raquitico,Incompativel
Femino,Acima-da-Media,Aquario,Caucasiano,Castanho-Escuro,Branco,Ectomorfo,Atletico,Quase-Incompativel
Masculino,Media,Sagitario,Mulato,Verde-Medio,Castanho-Escuro,Mesomorfo,Bombado,Quase-Compativel
Femino,Media,Libra,Caucasiano,Castanho-Medio,Castanho-Claro,Mesomorfo,Atletico,Quase-Incompativel
Masculino,Media,Peixes,Mulato,Castanho-Medio,Grisalho,Endomorfo,Atletico,Incompativel
Femino,Alta,Aries,Asiatico,Castanho-Escuro,Castanho-Escuro,Endomorfo,Raquitico,Quase-Incompativel
Masculino,Baixa,Peixes,Mulato,Preto,Castanho-Escuro,Ectomorfo,Obeso,Incompativel
Femino,Baixa,Gemeos,Mulato,Castanho-Medio,Preto,Ectomorfo,Magro,Quase-Incompativel
Masculino,Acima-da-Media,Gemeos,Mulato,Castanho-Escuro,Branco,Endomorfo,Obeso,Quase-Incompativel
Masculino,Alta,Peixes,Mulato,Verde-Escuro,Ruivo-Medio,Ectomorfo,Bombado,Compativel
Femino,Media,Aquario,Afrodescendente,Verde-Medio,Branco,Mesomorfo,Raquitico,Incompativel
Femino,Abaixo-da-Media,Virgem,Pardo,Castanho-Medio,Preto,Ectomorfo,Atletico,Incompativel
Masculino,Acima-da-Media,Aries,Pardo,Verde-Escuro,Grisalho,Ectomorfo,Atletico,Incompativel
Femino,Baixa,Sagitario,Afrodescendente,Preto,Castanho-Escuro,Mesomorfo,Atletico,Quase-Incompativel
Femino,Alta,Leao,Afrodescendente,Verde-claro,Preto,Endomorfo,Obeso,Quase-Incompativel
Masculino,Acima-da-Media,Leao,Caucasiano,Verde-Medio,Branco,Ectomorfo,Atletico,Quase-Incompativel
Femino,Abaixo-da-Media,Peixes,Pardo,Preto,Ruivo-Medio,Ectomorfo,Gordo,Incompativel
Masculino,Abaixo-da-Media,Escorpiao,Pardo,Verde-Escuro,Castanho-Escuro,Mesomorfo,Gordo,Incompativel
Femino,Media,Capricornio,Mulato,Verde-claro,Ruivo-Medio,Mesomorfo,Obeso,Quase-Incompativel
Femino,Alta,Escorpiao,Pardo,Castanho-Claro,Castanho-Medio,Ectomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Aquario,Afrodescendente,Castanho-Claro,Grisalho,Ectomorfo,Gordo,Incompativel
Femino,Acima-da-Media,Touro,Asiatico,Preto,Castanho-Escuro,Ectomorfo,Bombado,Incompativel
Masculino,Abaixo-da-Media,Aries,Mulato,Castanho-Medio,Branco,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Abaixo-da-Media,Peixes,Mulato,Preto,Preto,Ectomorfo,Atletico,Incompativel
Femino,Abaixo-da-Media,Aries,Caucasiano,Castanho-Escuro,Branco,Ectomorfo,Magro,Quase-Incompativel
Masculino,Media,Leao,Caucasiano,Castanho-Escuro,Ruivo-Escuro,Mesomorfo,Gordo,Quase-Incompativel
Masculino,Baixa,Peixes,Mulato,Castanho-Medio,Castanho-Claro,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Baixa,Gemeos,Caucasiano,Verde-Medio,Castanho-Escuro,Ectomorfo,Atletico,Compativel
Femino,Media,Aries,Pardo,Castanho-Escuro,Grisalho,Mesomorfo,Magro,Incompativel
Femino,Acima-da-Media,Cancer,Mulato,Castanho-Escuro,Castanho-Medio,Ectomorfo,Obeso,Incompativel
Femino,Alta,Libra,Mulato,Castanho-Escuro,Castanho-Medio,Mesomorfo,Magro,Incompativel
Femino,Alta,Touro,Mulato,Verde-Medio,Branco,Ectomorfo,Atletico,Quase-Incompativel
Masculino,Acima-da-Media,Libra,Mulato,Verde-Medio,Castanho-Claro,Ectomorfo,Raquitico,Compativel
Femino,Baixa,Peixes,Pardo,Castanho-Medio,Preto,Ectomorfo,Obeso,Quase-Incompativel
Femino,Abaixo-da-Media,Sagitario,Afrodescendente,Castanho-Claro,Castanho-Escuro,Endomorfo,Atletico,Quase-Incompativel
Femino,Acima-da-Media,Virgem,Caucasiano,Castanho-Medio,Ruivo-Escuro,Endomorfo,Bombado,Quase-Incompativel
Masculino,Media,Peixes,Caucasiano,Azul-Escuro,Loiro-Escuro,Mesomorfo,Obeso,Quase-Incompativel
Femino,Acima-da-Media,Sagitario,Afrodescendente,Verde-Escuro,Branco,Ectomorfo,Atletico,Quase-Incompativel
Femino,Baixa,Gemeos,Mulato,Verde-Escuro,Castanho-Escuro,Ectomorfo,Obeso,Quase-Incompativel
Femino,Alta,Virgem,Pardo,Verde-Escuro,Grisalho,Mesomorfo,Raquitico,Incompativel
Masculino,Media,Escorpiao,Pardo,Castanho-Medio,Grisalho,Endomorfo,Gordo,Quase-Incompativel
Femino,Acima-da-Media,Escorpiao,Caucasiano,Preto,Ruivo-claro,Ectomorfo,Magro,Quase-Incompativel
Masculino,Alta,Escorpiao,Afrodescendente,Castanho-Claro,Castanho-Escuro,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Acima-da-Media,Aries,Mulato,Verde-Escuro,Grisalho,Endomorfo,Obeso,Incompativel
Masculino,Baixa,Sagitario,Pardo,Castanho-Medio,Preto,Mesomorfo,Atletico,Quase-Incompativel
Femino,Acima-da-Media,Peixes,Pardo,Castanho-Medio,Castanho-Escuro,Endomorfo,Obeso,Incompativel
Masculino,Media,Leao,Caucasiano,Castanho-Medio,Ruivo-Escuro,Ectomorfo,Gordo,Compativel
Masculino,Abaixo-da-Media,Capricornio,Pardo,Verde-claro,Castanho-Claro,Endomorfo,Bombado,Quase-Incompativel
Femino,Alta,Sagitario,Mulato,Verde-Medio,Branco,Ectomorfo,Obeso,Quase-Incompativel
Femino,Alta,Aries,Asiatico,Castanho-Escuro,Grisalho,Endomorfo,Bombado,Quase-Incompativel
Masculino,Media,Leao,Caucasiano,Castanho-Claro,Loiro-Medio,Ectomorfo,Raquitico,Incompativel
Femino,Baixa,Aquario,Asiatico,Preto,Castanho-Escuro,Mesomorfo,Bombado,Incompativel
Masculino,Baixa,Aries,Mulato,Preto,Castanho-Claro,Endomorfo,Bombado,Incompativel
Femino,Abaixo-da-Media,Cancer,Pardo,Verde-Medio,Castanho-Claro,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Acima-da-Media,Virgem,Pardo,Castanho-Medio,Castanho-Medio,Endomorfo,Obeso,Quase-Compativel
Femino,Abaixo-da-Media,Aries,Pardo,Verde-Medio,Castanho-Medio,Ectomorfo,Obeso,Incompativel
Masculino,Abaixo-da-Media,Leao,Afrodescendente,Castanho-Escuro,Castanho-Medio,Mesomorfo,Raquitico,Incompativel
Femino,Alta,Touro,Afrodescendente,Preto,Branco,Endomorfo,Atletico,Quase-Incompativel
Femino,Baixa,Libra,Mulato,Verde-Escuro,Grisalho,Mesomorfo,Obeso,Incompativel
Femino,Alta,Aquario,Pardo,Castanho-Claro,Castanho-Medio,Mesomorfo,Bombado,Incompativel
Masculino,Alta,Gemeos,Caucasiano,Castanho-Escuro,Ruivo-Escuro,Ectomorfo,Bombado,Compativel
Masculino,Acima-da-Media,Leao,Caucasiano,Preto,Loiro-Medio,Mesomorfo,Gordo,Incompativel
Femino,Media,Aries,Asiatico,Preto,Branco,Mesomorfo,Raquitico,Incompativel
Femino,Acima-da-Media,Libra,Caucasiano,Verde-claro,Loiro-Medio,Endomorfo,Gordo,Quase-Incompativel
Femino,Abaixo-da-Media,Cancer,Afrodescendente,Castanho-Claro,Ruivo-Medio,Mesomorfo,Bombado,Quase-Incompativel
Femino,Acima-da-Media,Gemeos,Caucasiano,Preto,Preto,Mesomorfo,Atletico,Quase-Incompativel
Masculino,Baixa,Gemeos,Afrodescendente,Verde-Escuro,Branco,Mesomorfo,Raquitico,Quase-Incompativel
Masculino,Media,Gemeos,Afrodescendente,Verde-Escuro,Branco,Ectomorfo,Atletico,Quase-Compativel
Femino,Media,Aquario,Pardo,Castanho-Escuro,Preto,Ectomorfo,Magro,Compativel
Femino,Baixa,Capricornio,Caucasiano,Castanho-Escuro,Preto,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Baixa,Peixes,Mulato,Verde-Medio,Preto,Endomorfo,Gordo,Quase-Incompativel
Femino,Alta,Escorpiao,Mulato,Verde-Medio,Preto,Mesomorfo,Gordo,Incompativel
Masculino,Abaixo-da-Media,Cancer,Asiatico,Castanho-Medio,Ruivo-Medio,Mesomorfo,Bombado,Compativel
Masculino,Baixa,Peixes,Pardo,Castanho-Escuro,Ruivo-Medio,Mesomorfo,Bombado,Incompativel
Masculino,Media,Capricornio,Afrodescendente,Castanho-Medio,Grisalho,Endomorfo,Raquitico,Quase-Incompativel
Masculino,Media,Touro,Afrodescendente,Castanho-Claro,Preto,Ectomorfo,Magro,Compativel
Femino,Baixa,Aries,Afrodescendente,Verde-Medio,Preto,Endomorfo,Bombado,Quase-Incompativel
Femino,Baixa,Virgem,Afrodescendente,Verde-Medio,Preto,Ectomorfo,Obeso,Quase-Incompativel
Masculino,Acima-da-Media,Cancer,Asiatico,Castanho-Medio,Castanho-Claro,Ectomorfo,Atletico,Quase-Compativel
Masculino,Abaixo-da-Media,Escorpiao,Mulato,Castanho-Claro,Branco,Mesomorfo,Atletico,Quase-Incompativel
Masculino,Acima-da-Media,Virgem,Afrodescendente,Verde-Medio,Castanho-Claro,Endomorfo,Bombado,Incompativel
Masculino,Acima-da-Media,Capricornio,Caucasiano,Preto,Loiro-Escuro,Mesomorfo,Bombado,Quase-Incompativel
Femino,Acima-da-Media,Capricornio,Caucasiano,Castanho-Claro,Preto,Mesomorfo,Bombado,Incompativel
Masculino,Acima-da-Media,Peixes,Caucasiano,Verde-Medio,Branco,Mesomorfo,Obeso,Quase-Incompativel
Masculino,Media,Gemeos,Asiatico,Castanho-Escuro,Ruivo-Medio,Ectomorfo,Obeso,Incompativel
Masculino,Acima-da-Media,Aries,Pardo,Castanho-Medio,Ruivo-Medio,Ectomorfo,Magro,Incompativel
Femino,Abaixo-da-Media,Touro,Pardo,Castanho-Medio,Grisalho,Mesomorfo,Bombado,Quase-Incompativel
Femino,Media,Escorpiao,Mulato,Castanho-Escuro,Branco,Mesomorfo,Magro,Incompativel
Masculino,Baixa,Cancer,Caucasiano,Azul-Medio,Ruivo-Escuro,Ectomorfo,Atletico,Quase-Incompativel
Masculino,Abaixo-da-Media,Peixes,Afrodescendente,Verde-Escuro,Castanho-Medio,Ectomorfo,Raquitico,Incompativel
Femino,Alta,Aries,Mulato,Verde-Medio,Castanho-Medio,Ectomorfo,Obeso,Incompativel
Femino,Acima-da-Media,Touro,Pardo,Castanho-Medio,Grisalho,Mesomorfo,Obeso,Incompativel
Femino,Alta,Cancer,Asiatico,Castanho-Escuro,Preto,Ectomorfo,Gordo,Incompativel
Femino,Baixa,Virgem,Afrodescendente,Castanho-Medio,Branco,Endomorfo,Raquitico,Incompativel
Femino,Acima-da-Media,Leao,Mulato,Castanho-Escuro,Castanho-Claro,Ectomorfo,Bombado,Incompativel
Femino,Abaixo-da-Media,Peixes,Asiatico,Castanho-Escuro,Castanho-Medio,Mesomorfo,Magro,Incompativel
Femino,Baixa,Cancer,Pardo,Verde-Medio,Preto,Endomorfo,Obeso,Quase-Incompativel
Masculino,Baixa,Touro,Asiatico,Castanho-Medio,Preto,Ectomorfo,Gordo,Quase-Incompativel
Masculino,Baixa,Cancer,Afrodescendente,Castanho-Claro,Preto,Endomorfo,Atletico,Incompativel
Masculino,Media,Cancer,Mulato,Verde-Medio,Grisalho,Ectomorfo,Magro,Incompativel
Femino,Baixa,Cancer,Caucasiano,Castanho-Claro,Preto,Endomorfo,Obeso,Incompativel
Masculino,Acima-da-Media,Capricornio,Caucasiano,Castanho-Medio,Preto,Ectomorfo,Gordo,Quase-Incompativel
Femino,Acima-da-Media,Peixes,Afrodescendente,Castanho-Claro,Grisalho,Ectomorfo,Obeso,Quase-Incompativel
Masculino,Alta,Virgem,Mulato,Verde-Escuro,Castanho-Medio,Mesomorfo,Bombado,Compativel
Femino,Media,Libra,Asiatico,Castanho-Claro,Castanho-Escuro,Endomorfo,Bombado,Quase-Incompativel
Masculino,Media,Libra,Asiatico,Castanho-Claro,Grisalho,Ectomorfo,Atletico,Incompativel
Masculino,Alta,Capricornio,Pardo,Castanho-Claro,Preto,Endomorfo,Gordo,Compativel
Masculino,Baixa,Aries,Mulato,Verde-claro,Ruivo-Medio,Mesomorfo,Atletico,Quase-Incompativel
Masculino,Abaixo-da-Media,Escorpiao,Mulato,Verde-claro,Grisalho,Ectomorfo,Raquitico,Quase-Incompativel
Femino,Alta,Aquario,Asiatico,Preto,Preto,Ectomorfo,Raquitico,Quase-Incompativel
Femino,Alta,Capricornio,Afrodescendente,Castanho-Escuro,Preto,Mesomorfo,Gordo,Incompativel
Femino,Alta,Capricornio,Mulato,Verde-Escuro,Preto,Endomorfo,Magro,Incompativel
Femino,Alta,Cancer,Caucasiano,Preto,Loiro-Escuro,Mesomorfo,Atletico,Quase-Incompativel
Masculino,Abaixo-da-Media,Peixes,Mulato,Castanho-Claro,Castanho-Claro,Endomorfo,Gordo,Incompativel
Masculino,Baixa,Libra,Pardo,Castanho-Escuro,Castanho-Medio,Ectomorfo,Raquitico,Incompativel
Femino,Media,Virgem,Asiatico,Castanho-Medio,Castanho-Escuro,Ectomorfo,Raquitico,Incompativel
Femino,Acima-da-Media,Sagitario,Afrodescendente,Castanho-Escuro,Preto,Ectomorfo,Raquitico,Incompativel
Femino,Baixa,Capricornio,Mulato,Preto,Branco,Endomorfo,Bombado,Incompativel
Masculino,Acima-da-Media,Peixes,Asiatico,Castanho-Escuro,Preto,Ectomorfo,Bombado,Quase-Compativel
Masculino,Abaixo-da-Media,Touro,Caucasiano,Azul-Claro,Castanho-Claro,Endomorfo,Obeso,Incompativel
Masculino,Acima-da-Media,Leao,Mulato,Castanho-Medio,Ruivo-Medio,Endomorfo,Atletico,Quase-Compativel
Masculino,Acima-da-Media,Aries,Asiatico,Preto,Castanho-Escuro,Endomorfo,Atletico,Compativel
Femino,Abaixo-da-Media,Peixes,Afrodescendente,Castanho-Claro,Ruivo-Medio,Endomorfo,Bombado,Quase-Incompativel
Femino,Abaixo-da-Media,Aquario,Caucasiano,Azul-Medio,Loiro-Escuro,Endomorfo,Bombado,Incompativel
Masculino,Media,Virgem,Afrodescendente,Preto,Branco,Mesomorfo,Raquitico,Quase-Compativel
Masculino,Abaixo-da-Media,Aquario,Pardo,Castanho-Claro,Grisalho,Mesomorfo,Gordo,Incompativel
Masculino,Alta,Libra,Pardo,Castanho-Escuro,Castanho-Medio,Mesomorfo,Gordo,Compativel
Masculino,Acima-da-Media,Aries,Pardo,Verde-Escuro,Castanho-Claro,Endomorfo,Raquitico,Compativel
Masculino,Acima-da-Media,Libra,Afrodescendente,Preto,Branco,Ectomorfo,Obeso,Incompativel
Femino,Baixa,Aries,Asiatico,Castanho-Escuro,Castanho-Medio,Ectomorfo,Obeso,Quase-Incompativel
Masculino,Baixa,Aquario,Afrodescendente,Verde-claro,Ruivo-Medio,Mesomorfo,Magro,Incompativel
Femino,Media,Touro,Mulato,Verde-Medio,Castanho-Escuro,Endomorfo,Atletico,Incompativel
Femino,Media,Gemeos,Mulato,Castanho-Escuro,Grisalho,Ectomorfo,Raquitico,Quase-Incompativel
Femino,Alta,Peixes,Mulato,Verde-Medio,Grisalho,Mesomorfo,Magro,Quase-Incompativel
Masculino,Media,Virgem,Asiatico,Castanho-Escuro,Castanho-Escuro,Ectomorfo,Gordo,Incompativel
Femino,Abaixo-da-Media,Escorpiao,Mulato,Castanho-Claro,Ruivo-Medio,Endomorfo,Raquitico,Quase-Incompativel
Femino,Media,Cancer,Mulato,Verde-Medio,Castanho-Medio,Endomorfo,Bombado,Quase-Incompativel
Femino,Alta,Aquario,Mulato,Preto,Branco,Endomorfo,Bombado,Incompativel
Femino,Baixa,Leao,Pardo,Castanho-Claro,Preto,Mesomorfo,Raquitico,Incompativel
Masculino,Acima-da-Media,Cancer,Mulato,Castanho-Medio,Castanho-Medio,Mesomorfo,Obeso,Quase-Incompativel
Femino,Acima-da-Media,Capricornio,Mulato,Verde-Escuro,Castanho-Medio,Endomorfo,Gordo,Quase-Incompativel
Femino,Acima-da-Media,Aries,Pardo,Castanho-Escuro,Ruivo-Medio,Mesomorfo,Gordo,Incompativel
Masculino,Abaixo-da-Media,Aquario,Caucasiano,Azul-Escuro,Castanho-Claro,Endomorfo,Gordo,Quase-Incompativel
Masculino,Acima-da-Media,Aries,Caucasiano,Azul-Claro,Castanho-Escuro,Mesomorfo,Atletico,Quase-Compativel
Masculino,Baixa,Peixes,Caucasiano,Verde-claro,Ruivo-Medio,Mesomorfo,Magro,Incompativel
Femino,Abaixo-da-Media,Gemeos,Pardo,Castanho-Escuro,Preto,Endomorfo,Raquitico,Quase-Incompativel
Masculino,Baixa,Virgem,Caucasiano,Azul-Escuro,Castanho-Claro,Ectomorfo,Bombado,Quase-Incompativel
Masculino,Acima-da-Media,Leao,Afrodescendente,Verde-Escuro,Grisalho,Mesomorfo,Gordo,Quase-Incompativel
Femino,Alta,Peixes,Pardo,Preto,Ruivo-Medio,Mesomorfo,Atletico,Quase-Incompativel
Masculino,Alta,Aries,Caucasiano,Preto,Castanho-Escuro,Ectomorfo,Gordo,Compativel
Femino,Abaixo-da-Media,Cancer,Afrodescendente,Castanho-Medio,Castanho-Medio,Endomorfo,Bombado,Quase-Incompativel
Masculino,Baixa,Aries,Caucasiano,Verde-Medio,Castanho-Medio,Ectomorfo,Magro,Incompativel
Masculino,Abaixo-da-Media,Escorpiao,Pardo,Castanho-Claro,Ruivo-Medio,Ectomorfo,Magro,Quase-Incompativel
Femino,Abaixo-da-Media,Cancer,Pardo,Castanho-Medio,Grisalho,Ectomorfo,Raquitico,Quase-Incompativel
Masculino,Baixa,Touro,Pardo,Castanho-Escuro,Castanho-Medio,Mesomorfo,Raquitico,Incompativel
Masculino,Acima-da-Media,Touro,Afrodescendente,Castanho-Medio,Branco,Endomorfo,Magro,Incompativel
Femino,Alta,Capricornio,Pardo,Castanho-Medio,Branco,Mesomorfo,Gordo,Quase-Incompativel
Femino,Acima-da-Media,Cancer,Pardo,Castanho-Escuro,Branco,Endomorfo,Atletico,Quase-Compativel
Femino,Media,Leao,Pardo,Castanho-Claro,Castanho-Claro,Mesomorfo,Atletico,Incompativel
Femino,Acima-da-Media,Escorpiao,Asiatico,Castanho-Escuro,Ruivo-Medio,Ectomorfo,Obeso,Incompativel
Masculino,Abaixo-da-Media,Sagitario,Mulato,Verde-Medio,Castanho-Claro,Mesomorfo,Bombado,Quase-Incompativel
Femino,Acima-da-Media,Aries,Caucasiano,Verde-Escuro,Preto,Ectomorfo,Gordo,Incompativel
Masculino,Media,Sagitario,Afrodescendente,Castanho-Claro,Castanho-Escuro,Ectomorfo,Raquitico,Quase-Compativel
