%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%		
%	Nome: Jhordan Abdalla Arrojo Martinez
%	Nome: Stevan Mosquetti Ribeiro
%							
%											24 Horas de Le Mans
%											(24 Heures du Mans)
%
%
%	Base de dados com registros de veículos da competição. Em Le Mans todos os veículos correm ao mesmo tempo mas só competem por colocações dentro de suas respectivas classes, estas são:
%
%	°LMP1: Le Mans Prototype 1; 
%	°LMP2: Le Mans Prototype 2; 
%	°LM_GTE_Pro: Le Mans Grand Touring Endurance Professional; 
%	°LM_GTE_Am: Le Mans Grand Touring Endurance Amateur.
%
%
% ATRIBUTO: velocidade (contínuo, REAL). Define a velocidade máxima (mph) do veículo (maior = melhor).
% ATRIBUTO: peso (contínuo, REAL). Define o peso do veículo (influência na dirigibilidade e aceleração, maior = pior).
% ATRIBUTO: potencia (contínuo, REAL). Define a força do motor em cavalos de potência (influencia na velocidade e aceleração, maior = melhor).
% ATRIBUTO:	idade (contínuo, REAL). Define por quantos anos o modelo do veículo está em produção (competidores da categoria LM_GTE_Am não podem correr com veículos de modelo mais novo que 1 ano). 
% ATRIBUTO: categoria (classe) LMP1, LMP2, LM_GTE_Pro, LM_GTE_Am. Define a categoria em que o veículo estará competindo.
%
% EXEMPLO: Aston Martin Vantage GT2
%			velocidade: 200
%			peso: 1245 
%			potencia: 500
%			idade: 0
%			categoria: LM_GTE_Pro
%
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

@RELATION lemans

@ATTRIBUTE velocidade			REAL					
@ATTRIBUTE peso					REAL				
@ATTRIBUTE potencia				REAL	
@ATTRIBUTE idade				REAL	
@ATTRIBUTE categoria			{LMP1,LMP2,LM_GTE_Pro,LM_GTE_Am}					

@DATA
196,1280,457,0,LM_GTE_Pro
198,1220,542,1,LM_GTE_Pro
190,1232,497,1,LM_GTE_Pro
207,905,512,0,LMP2
219,876,1038,0,LMP1
200,920,551,0,LMP2
209,900,546,0,LMP2
219,927,1084,0,LMP1
197,1275,470,0,LM_GTE_Pro
200,964,551,0,LMP2
199,1211,529,0,LM_GTE_Pro
207,901,494,0,LMP2
214,932,541,0,LMP2
194,1211,545,1,LM_GTE_Pro
214,989,521,0,LMP2
204,929,542,0,LMP2
194,1208,532,0,LM_GTE_Pro
211,954,509,0,LMP2
190,1232,510,0,LM_GTE_Pro
208,921,567,0,LMP2
200,919,555,0,LMP2
192,1221,476,1,LM_GTE_Pro
192,1226,495,0,LM_GTE_Pro
199,1254,469,1,LM_GTE_Pro
219,942,1243,0,LMP1
205,988,509,0,LMP2
214,902,568,0,LMP2
192,1208,527,0,LM_GTE_Pro
218,859,1242,0,LMP1
193,1246,477,1,LM_GTE_Pro
200,981,533,0,LMP2
197,1207,524,1,LM_GTE_Pro
204,998,494,0,LMP2
201,912,567,0,LMP2
208,916,547,0,LMP2
211,936,518,0,LMP2
201,964,507,0,LMP2
207,969,488,0,LMP2
207,910,558,0,LMP2
215,947,1191,0,LMP1
207,950,532,0,LMP2
201,981,562,0,LMP2
205,976,526,0,LMP2
200,938,541,0,LMP2
200,955,560,0,LMP2
217,886,1025,0,LMP1
220,879,1112,0,LMP1
201,932,541,0,LMP2
197,1228,514,0,LM_GTE_Pro
212,952,534,0,LMP2
199,1254,512,1,LM_GTE_Pro
201,909,494,0,LMP2
219,853,1202,0,LMP1
204,981,554,0,LMP2
216,909,1170,0,LMP1
197,1278,551,1,LM_GTE_Pro
215,915,1239,0,LMP1
195,1236,512,0,LM_GTE_Pro
219,879,1237,0,LMP1
194,1209,486,0,LM_GTE_Pro
214,978,481,0,LMP2
210,919,552,0,LMP2
202,967,538,0,LMP2
216,936,1159,0,LMP1
190,1256,541,0,LM_GTE_Pro
217,916,1075,0,LMP1
205,921,529,0,LMP2
214,963,551,0,LMP2
192,1249,472,1,LM_GTE_Pro
205,923,559,0,LMP2
213,984,513,0,LMP2
203,905,493,0,LMP2
217,898,1004,0,LMP1
204,992,496,0,LMP2
198,1248,527,0,LM_GTE_Pro
218,946,1046,0,LMP1
204,976,483,0,LMP2
209,977,548,0,LMP2
197,1267,527,1,LM_GTE_Pro
202,975,485,0,LMP2
214,965,498,0,LMP2
195,1239,532,1,LM_GTE_Pro
199,1212,494,1,LM_GTE_Pro
210,901,517,0,LMP2
191,1269,501,1,LM_GTE_Pro
207,947,525,0,LMP2
209,922,570,0,LMP2
213,969,511,0,LMP2
214,927,491,0,LMP2
206,990,520,0,LMP2
190,1271,453,1,LM_GTE_Pro
205,909,552,0,LMP2
215,898,1231,0,LMP1
219,928,1017,0,LMP1
192,1226,483,0,LM_GTE_Pro
209,953,524,0,LMP2
198,1219,497,0,LM_GTE_Pro
199,1253,542,0,LM_GTE_Pro
215,865,1131,0,LMP1
198,1240,469,1,LM_GTE_Pro
215,868,1227,0,LMP1
192,1246,535,1,LM_GTE_Pro
214,950,498,0,LMP2
213,990,551,0,LMP2
193,1253,556,0,LM_GTE_Pro
190,1208,536,0,LM_GTE_Pro
220,859,1109,0,LMP1
202,921,518,0,LMP2
195,1229,482,0,LM_GTE_Pro
204,906,530,0,LMP2
202,905,510,0,LMP2
197,1205,456,1,LM_GTE_Am
206,953,492,0,LMP2
220,851,1125,0,LMP1
197,1245,457,0,LM_GTE_Pro
197,1235,521,1,LM_GTE_Pro
205,904,554,0,LMP2
199,1229,500,0,LM_GTE_Pro
191,1238,557,0,LM_GTE_Pro
213,991,541,0,LMP2
211,983,553,0,LMP2
191,1277,535,0,LM_GTE_Pro
213,958,514,0,LMP2
208,972,513,0,LMP2
211,906,512,0,LMP2
210,996,530,0,LMP2
219,873,1051,0,LMP1
192,1227,523,1,LM_GTE_Pro
191,1212,493,1,LM_GTE_Pro
201,938,528,0,LMP2
217,865,1119,0,LMP1
195,1279,458,0,LM_GTE_Pro
199,1272,474,1,LM_GTE_Pro
207,933,524,0,LMP2
215,905,1041,0,LMP1
195,1216,462,1,LM_GTE_Pro
201,944,527,0,LMP2
206,954,490,0,LMP2
202,904,510,0,LMP2
219,914,1109,0,LMP1
211,966,511,0,LMP2
197,1231,525,0,LM_GTE_Pro
192,1248,523,0,LM_GTE_Pro
202,948,496,0,LMP2
212,996,508,0,LMP2
193,1250,469,0,LM_GTE_Pro
219,937,1117,0,LMP1
211,953,488,0,LMP2
211,944,506,0,LMP2
214,964,530,0,LMP2
190,1277,533,0,LM_GTE_Pro
205,991,536,0,LMP2
217,854,992,0,LMP1
216,886,1061,0,LMP1
203,986,512,0,LMP2
218,909,1077,0,LMP1
190,1244,475,1,LM_GTE_Pro
191,1208,500,1,LM_GTE_Pro
211,948,539,0,LMP2
201,929,498,0,LMP2
192,1241,482,0,LM_GTE_Pro
213,923,492,0,LMP2
219,870,985,0,LMP1
215,855,1094,0,LMP1
196,1272,558,0,LM_GTE_Pro
207,999,541,0,LMP2
191,1268,556,0,LM_GTE_Pro
215,886,985,0,LMP1
202,917,484,0,LMP2
205,929,484,0,LMP2
213,972,551,0,LMP2
209,919,523,0,LMP2
194,1270,512,0,LM_GTE_Pro
202,976,544,0,LMP2
199,1207,516,0,LM_GTE_Pro
210,907,556,0,LMP2
204,992,559,0,LMP2
196,1232,491,0,LM_GTE_Pro
215,896,1216,0,LMP1
201,996,513,0,LMP2
204,946,562,0,LMP2
195,1253,479,0,LM_GTE_Pro
198,1208,505,1,LM_GTE_Pro
220,862,1198,0,LMP1
206,903,550,0,LMP2
206,908,536,0,LMP2
212,939,501,0,LMP2
201,1000,557,0,LMP2
197,1240,540,1,LM_GTE_Pro
210,905,501,0,LMP2
210,933,525,0,LMP2
219,915,1192,0,LMP1
203,904,536,0,LMP2
199,1217,546,1,LM_GTE_Pro
220,891,1082,0,LMP1
194,1233,469,1,LM_GTE_Pro
201,914,492,0,LMP2
208,982,487,0,LMP2
219,863,1059,0,LMP1
201,902,552,0,LMP2
205,985,522,0,LMP2
218,918,1066,0,LMP1
192,1280,536,0,LM_GTE_Pro
192,1258,492,1,LM_GTE_Pro
191,1215,485,0,LM_GTE_Pro
196,1229,545,0,LM_GTE_Pro
191,1244,552,1,LM_GTE_Pro
190,1254,456,0,LM_GTE_Pro
210,957,550,0,LMP2
191,1218,521,0,LM_GTE_Pro
202,907,480,0,LMP2
193,1264,490,0,LM_GTE_Pro
212,993,551,0,LMP2
220,861,1180,0,LMP1
195,1244,455,0,LM_GTE_Pro
212,958,524,0,LMP2
191,1202,506,0,LM_GTE_Pro
206,952,536,0,LMP2
194,1260,552,1,LM_GTE_Pro
207,990,561,0,LMP2
213,912,494,0,LMP2
200,937,556,0,LMP2
200,996,547,0,LMP2
212,924,562,0,LMP2
200,969,499,0,LMP2
207,955,486,0,LMP2
191,1235,452,0,LM_GTE_Pro
203,946,508,0,LMP2
206,919,515,0,LMP2
204,976,559,0,LMP2
219,937,1179,0,LMP1
219,884,1088,0,LMP1
193,1211,559,0,LM_GTE_Pro
204,931,552,0,LMP2
198,1219,557,1,LM_GTE_Pro
194,1228,455,1,LM_GTE_Pro
218,924,1096,0,LMP1
194,1265,474,1,LM_GTE_Pro
191,1232,561,1,LM_GTE_Pro
219,943,1000,0,LMP1
201,966,526,0,LMP2
217,909,982,0,LMP1
192,1275,520,1,LM_GTE_Pro
191,1249,524,0,LM_GTE_Pro
200,970,485,0,LMP2
207,919,563,0,LMP2
214,976,496,0,LMP2
211,975,545,0,LMP2
212,961,517,0,LMP2
193,1264,555,1,LM_GTE_Pro
201,986,556,0,LMP2
192,1238,468,1,LM_GTE_Pro
195,1242,505,1,LM_GTE_Pro
215,889,1083,0,LMP1
209,917,488,0,LMP2
218,881,1244,0,LMP1
191,1271,505,0,LM_GTE_Pro
193,1233,533,0,LM_GTE_Pro
218,930,1051,0,LMP1
214,955,550,0,LMP2
214,937,503,0,LMP2
196,1226,541,1,LM_GTE_Pro
205,982,501,0,LMP2
207,960,528,0,LMP2
209,976,496,0,LMP2
202,986,536,0,LMP2
210,937,551,0,LMP2
200,990,517,0,LMP2
220,944,1106,0,LMP1
213,947,506,0,LMP2
211,921,540,0,LMP2
201,944,491,0,LMP2
220,871,1090,0,LMP1
217,871,1116,0,LMP1
194,1273,470,0,LM_GTE_Pro
213,957,481,0,LMP2
218,885,1042,0,LMP1
204,900,535,0,LMP2
207,987,556,0,LMP2
210,986,506,0,LMP2
203,957,557,0,LMP2
211,912,544,0,LMP2
195,1230,554,0,LM_GTE_Pro
209,983,555,0,LMP2
200,931,485,0,LMP2
212,982,570,0,LMP2
203,998,523,0,LMP2
220,928,1190,0,LMP1
205,900,506,0,LMP2
198,1257,495,0,LM_GTE_Pro
199,1207,544,0,LM_GTE_Pro
207,938,534,0,LMP2
201,991,528,0,LMP2
209,958,563,0,LMP2
208,925,540,0,LMP2
199,1273,520,1,LM_GTE_Pro
201,994,536,0,LMP2
197,1270,551,1,LM_GTE_Pro
208,980,485,0,LMP2
210,923,541,0,LMP2
202,903,569,0,LMP2
215,875,1018,0,LMP1
220,896,1062,0,LMP1
216,939,1154,0,LMP1
206,924,566,0,LMP2
209,994,499,0,LMP2
217,859,1034,0,LMP1
202,913,484,0,LMP2
213,973,491,0,LMP2
192,1254,539,0,LM_GTE_Pro
210,932,545,0,LMP2
216,871,1189,0,LMP1
192,1229,559,1,LM_GTE_Pro
192,1280,548,1,LM_GTE_Pro
192,1228,522,0,LM_GTE_Pro
193,1276,551,1,LM_GTE_Pro
210,988,568,0,LMP2
212,960,494,0,LMP2
190,1276,509,1,LM_GTE_Pro
214,944,525,0,LMP2
216,898,1083,0,LMP1
202,996,515,0,LMP2
201,908,482,0,LMP2
203,944,502,0,LMP2
194,1216,452,1,LM_GTE_Pro
197,1202,458,1,LM_GTE_Am
213,930,534,0,LMP2
214,926,509,0,LMP2
198,1231,517,1,LM_GTE_Pro
213,989,512,0,LMP2
220,936,1174,0,LMP1
211,906,533,0,LMP2
215,907,1115,0,LMP1
195,1211,455,1,LM_GTE_Pro
218,942,1119,0,LMP1
197,1205,486,1,LM_GTE_Pro
201,983,569,0,LMP2
207,961,491,0,LMP2
195,1231,531,0,LM_GTE_Pro
218,873,982,0,LMP1
201,980,568,0,LMP2
191,1234,562,0,LM_GTE_Pro
198,1203,451,0,LM_GTE_Pro
206,923,536,0,LMP2
220,944,1138,0,LMP1
197,1259,473,1,LM_GTE_Pro
196,1253,526,1,LM_GTE_Pro
204,942,530,0,LMP2
213,950,500,0,LMP2
215,940,1237,0,LMP1
213,911,568,0,LMP2
214,999,490,0,LMP2
202,926,523,0,LMP2
193,1239,505,1,LM_GTE_Pro
196,1225,552,1,LM_GTE_Am
201,990,529,0,LMP2
197,1243,453,0,LM_GTE_Pro
190,1244,482,0,LM_GTE_Pro
211,971,507,0,LMP2
220,873,1161,0,LMP1
210,953,510,0,LMP2
212,926,565,0,LMP2
205,921,484,0,LMP2
212,960,508,0,LMP2
201,905,548,0,LMP2
209,981,545,0,LMP2
194,1263,542,1,LM_GTE_Pro
200,927,517,0,LMP2
212,936,549,0,LMP2
201,917,546,0,LMP2
212,969,541,0,LMP2
190,1246,471,0,LM_GTE_Pro
213,902,505,0,LMP2
208,902,565,0,LMP2
207,955,535,0,LMP2
213,998,558,0,LMP2
197,1274,485,0,LM_GTE_Pro
190,1234,460,0,LM_GTE_Pro
209,987,557,0,LMP2
196,1233,563,1,LM_GTE_Pro
200,926,523,0,LMP2
209,926,496,0,LMP2
201,941,523,0,LMP2
191,1234,537,1,LM_GTE_Pro
191,1265,559,1,LM_GTE_Pro
201,989,502,0,LMP2
197,1262,550,0,LM_GTE_Pro
211,985,550,0,LMP2
213,989,508,0,LMP2
215,950,1003,0,LMP1
206,935,481,0,LMP2
201,911,530,0,LMP2
211,978,567,0,LMP2
205,948,488,0,LMP2
191,1245,469,1,LM_GTE_Pro
197,1207,514,0,LM_GTE_Pro
207,997,525,0,LMP2
204,957,522,0,LMP2
212,932,561,0,LMP2
190,1259,540,1,LM_GTE_Pro
197,1255,515,1,LM_GTE_Pro
207,919,499,0,LMP2
206,928,563,0,LMP2
195,1259,474,1,LM_GTE_Pro
218,917,1213,0,LMP1
195,1205,551,0,LM_GTE_Pro
211,905,515,0,LMP2
200,983,514,0,LMP2
218,917,992,0,LMP1
217,899,1196,0,LMP1
196,1259,526,0,LM_GTE_Pro
200,908,519,0,LMP2
218,937,1067,0,LMP1
212,968,537,0,LMP2
208,919,486,0,LMP2
209,950,558,0,LMP2
214,971,485,0,LMP2
213,996,557,0,LMP2
212,969,494,0,LMP2
193,1223,562,0,LM_GTE_Pro
205,926,560,0,LMP2
199,1254,454,1,LM_GTE_Pro
215,933,1150,0,LMP1
192,1205,536,1,LM_GTE_Pro
205,931,559,0,LMP2
212,972,495,0,LMP2
198,1209,475,0,LM_GTE_Pro
206,900,480,0,LMP2
205,986,535,0,LMP2
210,956,532,0,LMP2
220,866,1121,0,LMP1
212,981,534,0,LMP2
190,1237,516,0,LM_GTE_Pro
191,1254,544,0,LM_GTE_Pro
215,912,1144,0,LMP1
201,975,526,0,LMP2
210,936,484,0,LMP2
193,1219,496,1,LM_GTE_Pro
211,920,559,0,LMP2
190,1203,531,0,LM_GTE_Pro
217,936,1247,0,LMP1
218,907,1228,0,LMP1
218,937,1243,0,LMP1
220,881,1010,0,LMP1
208,957,489,0,LMP2
212,908,548,0,LMP2
200,1000,500,0,LMP2
213,931,568,0,LMP2
216,908,1090,0,LMP1
212,918,553,0,LMP2
194,1257,540,0,LM_GTE_Pro
200,931,566,0,LMP2
194,1261,466,1,LM_GTE_Pro
202,973,481,0,LMP2
218,891,1210,0,LMP1
191,1275,500,1,LM_GTE_Pro
199,1224,544,1,LM_GTE_Pro
215,893,1101,0,LMP1
206,943,485,0,LMP2
192,1207,522,0,LM_GTE_Pro
197,1217,521,1,LM_GTE_Pro
214,992,554,0,LMP2
193,1237,535,0,LM_GTE_Pro
207,921,526,0,LMP2
191,1205,508,0,LM_GTE_Pro
195,1277,474,0,LM_GTE_Pro
210,962,525,0,LMP2
208,902,553,0,LMP2
192,1224,480,0,LM_GTE_Pro
212,927,517,0,LMP2
198,1259,476,0,LM_GTE_Pro
211,964,516,0,LMP2
210,965,553,0,LMP2
214,901,480,0,LMP2
219,943,1111,0,LMP1
197,1218,471,1,LM_GTE_Pro
218,858,1105,0,LMP1
194,1252,493,0,LM_GTE_Pro
192,1228,485,1,LM_GTE_Pro
199,1251,484,0,LM_GTE_Pro
203,904,480,0,LMP2
209,925,512,0,LMP2
192,1228,468,0,LM_GTE_Pro
206,960,487,0,LMP2
210,932,568,0,LMP2
214,915,551,0,LMP2
203,977,498,0,LMP2
196,1236,526,0,LM_GTE_Pro
190,1278,530,0,LM_GTE_Pro
208,971,518,0,LMP2
197,1214,505,1,LM_GTE_Pro
198,1253,552,1,LM_GTE_Pro
190,1276,551,1,LM_GTE_Pro
208,970,568,0,LMP2
193,1268,486,1,LM_GTE_Pro
190,1254,501,1,LM_GTE_Pro
216,908,1225,0,LMP1
198,1238,512,0,LM_GTE_Pro
207,945,547,0,LMP2
195,1224,556,1,LM_GTE_Am
217,855,1028,0,LMP1
203,981,551,0,LMP2
200,925,510,0,LMP2
211,976,501,0,LMP2
206,992,535,0,LMP2
197,1271,480,0,LM_GTE_Pro
202,916,519,0,LMP2
217,946,990,0,LMP1
217,917,1019,0,LMP1
200,954,547,0,LMP2
209,969,557,0,LMP2
211,971,510,0,LMP2
220,921,1212,0,LMP1
198,1225,556,1,LM_GTE_Pro
213,958,483,0,LMP2
209,970,494,0,LMP2
199,1268,544,0,LM_GTE_Pro
218,933,1211,0,LMP1
193,1233,499,0,LM_GTE_Pro
220,859,1060,0,LMP1
217,889,1161,0,LMP1
197,1257,552,0,LM_GTE_Pro
193,1234,466,1,LM_GTE_Pro
192,1264,454,1,LM_GTE_Pro
210,992,531,0,LMP2
211,971,557,0,LMP2
197,1201,485,1,LM_GTE_Pro
217,942,1070,0,LMP1
205,922,555,0,LMP2
212,902,546,0,LMP2
199,1240,553,0,LM_GTE_Pro
210,995,552,0,LMP2
193,1235,468,1,LM_GTE_Pro
209,988,553,0,LMP2
211,900,565,0,LMP2
204,995,527,0,LMP2
206,947,497,0,LMP2
210,955,507,0,LMP2
202,998,526,0,LMP2
200,983,496,0,LMP2
198,1227,536,0,LM_GTE_Pro
210,947,533,0,LMP2
213,912,543,0,LMP2
214,939,568,0,LMP2
201,906,548,0,LMP2
205,974,498,0,LMP2
217,942,1124,0,LMP1
206,967,545,0,LMP2
191,1241,541,0,LM_GTE_Pro
200,958,527,0,LMP2
219,919,1081,0,LMP1
216,892,1134,0,LMP1
212,942,500,0,LMP2
193,1220,524,1,LM_GTE_Pro
196,1266,512,1,LM_GTE_Pro
206,977,538,0,LMP2
199,1249,459,1,LM_GTE_Pro
215,891,1122,0,LMP1
219,869,1162,0,LMP1
191,1277,491,0,LM_GTE_Pro
206,941,526,0,LMP2
190,1211,495,0,LM_GTE_Pro
203,952,523,0,LMP2
211,955,480,0,LMP2
215,873,1046,0,LMP1
212,986,489,0,LMP2
209,924,532,0,LMP2
209,965,498,0,LMP2
197,1205,502,0,LM_GTE_Pro
191,1211,561,1,LM_GTE_Pro
201,951,519,0,LMP2
209,930,502,0,LMP2
195,1268,562,1,LM_GTE_Pro
206,975,485,0,LMP2
196,1211,499,1,LM_GTE_Pro
196,1209,502,1,LM_GTE_Pro
198,1274,494,1,LM_GTE_Pro
208,996,545,0,LMP2
192,1216,468,1,LM_GTE_Pro
191,1266,551,1,LM_GTE_Pro
211,993,563,0,LMP2
192,1262,513,0,LM_GTE_Pro
197,1242,560,0,LM_GTE_Pro
194,1216,546,1,LM_GTE_Pro
208,963,505,0,LMP2
207,923,507,0,LMP2
213,903,547,0,LMP2
192,1219,530,1,LM_GTE_Pro
207,935,544,0,LMP2
217,895,1097,0,LMP1
190,1251,543,0,LM_GTE_Pro
195,1242,458,1,LM_GTE_Pro
208,910,503,0,LMP2
191,1255,529,0,LM_GTE_Pro
212,963,536,0,LMP2
192,1274,471,1,LM_GTE_Pro
205,982,532,0,LMP2
201,953,501,0,LMP2
219,904,1168,0,LMP1
194,1279,502,0,LM_GTE_Pro
191,1266,517,0,LM_GTE_Pro
205,920,537,0,LMP2
218,924,1109,0,LMP1
213,921,555,0,LMP2
220,943,1202,0,LMP1
215,896,1020,0,LMP1
198,1212,472,0,LM_GTE_Pro
195,1252,528,0,LM_GTE_Pro
195,1236,508,0,LM_GTE_Pro
191,1211,503,0,LM_GTE_Pro
193,1268,529,0,LM_GTE_Pro
205,960,510,0,LMP2
218,892,1002,0,LMP1
208,954,501,0,LMP2
201,993,529,0,LMP2
210,904,526,0,LMP2
206,914,517,0,LMP2
207,975,507,0,LMP2
211,943,557,0,LMP2
193,1202,471,1,LM_GTE_Pro
213,942,540,0,LMP2
209,929,499,0,LMP2
204,973,501,0,LMP2
211,917,504,0,LMP2
205,943,492,0,LMP2
216,902,1159,0,LMP1
214,976,561,0,LMP2
191,1261,558,0,LM_GTE_Pro
203,950,498,0,LMP2
193,1249,511,1,LM_GTE_Pro
194,1204,527,1,LM_GTE_Pro
210,998,507,0,LMP2
202,950,557,0,LMP2
201,957,495,0,LMP2
196,1214,512,1,LM_GTE_Pro
218,892,1132,0,LMP1
200,942,524,0,LMP2
211,926,542,0,LMP2
191,1219,541,1,LM_GTE_Pro
216,886,1021,0,LMP1
217,877,1075,0,LMP1
209,958,568,0,LMP2
206,994,558,0,LMP2
205,967,511,0,LMP2
216,880,980,0,LMP1
202,912,497,0,LMP2
206,945,532,0,LMP2
219,937,991,0,LMP1
206,950,547,0,LMP2
198,1209,557,1,LM_GTE_Pro
212,990,538,0,LMP2
211,944,499,0,LMP2
215,874,1070,0,LMP1
207,915,526,0,LMP2
190,1222,518,0,LM_GTE_Pro
215,909,1237,0,LMP1
216,858,1023,0,LMP1
219,912,1112,0,LMP1
212,949,531,0,LMP2
217,852,1035,0,LMP1
194,1238,513,0,LM_GTE_Pro
197,1231,527,0,LM_GTE_Pro
216,897,1189,0,LMP1
204,943,513,0,LMP2
194,1230,479,1,LM_GTE_Pro
207,999,512,0,LMP2
204,923,493,0,LMP2
194,1220,519,0,LM_GTE_Pro
190,1250,531,0,LM_GTE_Pro
218,889,990,0,LMP1
214,918,558,0,LMP2
198,1258,479,0,LM_GTE_Pro
198,1232,478,1,LM_GTE_Pro
196,1256,509,1,LM_GTE_Pro
198,1221,536,1,LM_GTE_Pro
212,915,518,0,LMP2
204,994,548,0,LMP2
214,929,560,0,LMP2
207,915,498,0,LMP2
204,951,559,0,LMP2
219,934,1049,0,LMP1
204,919,549,0,LMP2
220,937,1024,0,LMP1
207,959,502,0,LMP2
200,922,536,0,LMP2
206,993,485,0,LMP2
193,1210,509,1,LM_GTE_Pro
205,952,520,0,LMP2
202,959,503,0,LMP2
192,1280,469,1,LM_GTE_Pro
209,969,544,0,LMP2
198,1239,478,0,LM_GTE_Pro
209,991,539,0,LMP2
207,908,551,0,LMP2
206,911,534,0,LMP2
198,1229,556,0,LM_GTE_Pro
205,970,554,0,LMP2
202,947,488,0,LMP2
209,962,543,0,LMP2
207,977,497,0,LMP2
212,904,487,0,LMP2
193,1230,555,1,LM_GTE_Pro
208,922,544,0,LMP2
202,904,543,0,LMP2
207,957,480,0,LMP2
211,906,480,0,LMP2
218,855,1195,0,LMP1
220,878,1222,0,LMP1
190,1217,557,1,LM_GTE_Pro
206,976,492,0,LMP2
191,1226,464,0,LM_GTE_Pro
195,1211,551,1,LM_GTE_Pro
200,948,539,0,LMP2
193,1209,464,0,LM_GTE_Pro
215,930,1141,0,LMP1
216,867,1004,0,LMP1
193,1228,556,0,LM_GTE_Pro
219,936,1111,0,LMP1
202,976,527,0,LMP2
210,970,501,0,LMP2
193,1262,455,0,LM_GTE_Pro
192,1264,553,1,LM_GTE_Pro
206,967,534,0,LMP2
198,1203,557,0,LM_GTE_Pro
203,981,495,0,LMP2
195,1219,490,0,LM_GTE_Pro
198,1238,461,0,LM_GTE_Pro
214,987,566,0,LMP2
213,959,539,0,LMP2
212,984,539,0,LMP2
214,983,545,0,LMP2
215,863,1244,0,LMP1
198,1218,523,1,LM_GTE_Pro
214,924,507,0,LMP2
215,889,1168,0,LMP1
200,981,560,0,LMP2
213,996,507,0,LMP2
206,997,508,0,LMP2
198,1210,516,0,LM_GTE_Pro
198,1233,517,0,LM_GTE_Pro
213,992,535,0,LMP2
202,947,548,0,LMP2
209,902,565,0,LMP2
192,1273,455,0,LM_GTE_Pro
195,1222,539,1,LM_GTE_Am
213,906,540,0,LMP2
201,909,535,0,LMP2
199,1247,537,0,LM_GTE_Pro
207,946,564,0,LMP2
196,1229,514,1,LM_GTE_Pro
213,950,519,0,LMP2
197,1230,514,1,LM_GTE_Pro
213,991,557,0,LMP2
192,1211,451,1,LM_GTE_Pro
195,1223,473,1,LM_GTE_Pro
214,982,545,0,LMP2
190,1246,478,1,LM_GTE_Pro
206,938,508,0,LMP2
196,1203,519,1,LM_GTE_Pro
192,1221,502,1,LM_GTE_Pro
207,961,487,0,LMP2
212,920,496,0,LMP2
195,1235,463,1,LM_GTE_Pro
191,1253,473,1,LM_GTE_Pro
213,979,538,0,LMP2
194,1212,492,1,LM_GTE_Pro
194,1225,530,0,LM_GTE_Pro
190,1251,518,1,LM_GTE_Pro
196,1259,508,1,LM_GTE_Pro
215,868,1114,0,LMP1
201,968,539,0,LMP2
194,1263,544,0,LM_GTE_Pro
197,1244,455,0,LM_GTE_Pro
203,946,518,0,LMP2
210,930,526,0,LMP2
220,906,1231,0,LMP1
196,1203,458,0,LM_GTE_Pro
191,1260,500,0,LM_GTE_Pro
206,949,564,0,LMP2
197,1235,536,0,LM_GTE_Pro
194,1228,533,1,LM_GTE_Pro
220,905,998,0,LMP1
193,1220,548,0,LM_GTE_Pro
204,914,542,0,LMP2
196,1261,529,1,LM_GTE_Pro
206,920,543,0,LMP2
208,901,520,0,LMP2
218,904,1111,0,LMP1
206,980,551,0,LMP2
195,1234,481,0,LM_GTE_Pro
209,946,523,0,LMP2
199,1208,559,0,LM_GTE_Pro
213,981,557,0,LMP2
190,1262,488,1,LM_GTE_Pro
218,907,1193,0,LMP1
190,1278,510,0,LM_GTE_Pro
206,966,533,0,LMP2
220,949,1123,0,LMP1
193,1243,498,0,LM_GTE_Pro
208,916,521,0,LMP2
206,948,502,0,LMP2
209,983,501,0,LMP2
194,1208,478,1,LM_GTE_Pro
197,1215,562,0,LM_GTE_Pro
213,996,486,0,LMP2
217,873,1021,0,LMP1
209,962,514,0,LMP2
219,873,1226,0,LMP1
217,906,1235,0,LMP1
218,858,1184,0,LMP1
190,1239,475,0,LM_GTE_Pro
192,1212,491,1,LM_GTE_Pro
220,860,1089,0,LMP1
191,1239,505,0,LM_GTE_Pro
215,888,1006,0,LMP1
192,1208,528,1,LM_GTE_Pro
191,1217,527,1,LM_GTE_Pro
215,888,1133,0,LMP1
215,926,1205,0,LMP1
193,1212,530,0,LM_GTE_Pro
197,1211,492,1,LM_GTE_Pro
195,1258,497,0,LM_GTE_Pro
198,1274,453,0,LM_GTE_Pro
195,1213,529,0,LM_GTE_Pro
192,1215,523,1,LM_GTE_Pro
210,946,533,0,LMP2
220,916,1010,0,LMP1
220,930,1093,0,LMP1
216,853,1139,0,LMP1
209,958,570,0,LMP2
